Chunk,Embedding (first 10 dims)
"Musteri temsilcisinin ancak belli sure asimi oldugu durumlarda siparisle ilgili aksiyon almasini 
saglamak. Guncel uygulama butun surec ST tarafindan takip edilmek durumunda, ancak her surec 
icin min ve maks. Surelerin belirlenmesi ile bu sure asimlarinda ST'nin ve statunun ilgilisine mail 
atilmasi sistem tarafindan.
Paralı Ek Danışmanlık 
ile yapılır
Batch job ile geliştirilebilir
Tamamen karşılar
A.6
Fatura
A.6.1
a) Sistemde proforma fatura yaratılabilmelidir.
Olmazsa 
olmaz","[-0.06094716  0.0179079  -0.05158305  0.05203856 -0.07206342 -0.0162244
  0.0487702   0.03372959 -0.00946415 -0.04889817]"
"Tamamen karşılar
A.6
Fatura
A.6.1
a) Sistemde proforma fatura yaratılabilmelidir.
Olmazsa 
olmaz
Tamamen Karşılar
Tamamen karşılar
A.6.2
b) Fatura dizaynı ihtiyaca göre düzenlenebilmelidir
Olmazsa 
olmaz
Tamamen Karşılar
Tamamen karşılar
A.6.3
c) İlgili siparişe ya da müşteriye özel olarak, belirli 
alanlarda tanımlanan bilgiler faturada basılabilmelidir.
Olmazsa 
olmaz
Tamamen Karşılar
Tamamen karşılar
A.6.4
d) Ek maliyetler (nakliye, vs) müşteriye yansıtılabilmeli,","[-0.0351543   0.02893726  0.04415524  0.02018295 -0.06280796 -0.01673421
  0.03012366  0.0421872   0.03849058 -0.03137308]"
"Tamamen Karşılar
Tamamen karşılar
A.6.4
d) Ek maliyetler (nakliye, vs) müşteriye yansıtılabilmeli, 
faturada ayrı fiyat kalemi olarak tanımlanabilmelidir.
Olmazsa 
olmaz
Tamamen Karşılar
Tamamen karşılar
A.6.5
e) Musteri bazinda fatura karliligi izlenebilmelidir.
Olmazsa 
olmaz
Tamamen Karşılar
Tamamen karşılar
A.6.6
f) Parcali sevkiyat yapilmasina sistem izin vermeli. Eksik 
olarak giden parcanin kar zarar raporunda ana siparise 
baglanmasina sistemsel olarak izin verilmesi.
Olmazsa 
olmaz","[-0.03668288  0.08512734  0.00786721  0.00051564 -0.04953174 -0.03336261
  0.04242847  0.04904935  0.036375   -0.03246266]"
"baglanmasina sistemsel olarak izin verilmesi.
Olmazsa 
olmaz
Kısmen Karşılar
Tamamen karşılar
A.6.7
g) Bedelsiz veya eksik urun sevkiyatinda yapilmasina 
sistem izin vermeli. Eksik olarak giden parcanin kar 
zarar raporunda ana siparise baglanmasina sistemsel 
olarak izin verilmesi.
Olmazsa 
olmaz
Kısmen Karşılar
Tamamen karşılar
A.7
Ödeme / Risk Analizi
A.7.1
a) Ödeme vadelerindeki değişiklikler vade farkı olarak 
yansıtilabilmelidir.
Olmazsa 
olmaz
Tamamen Karşılar
Tamamen karşılar
A.7.2","[-0.02378888  0.05637557 -0.0185129   0.05158996 -0.05200439 -0.03270827
  0.04423699  0.09282327  0.05654131 -0.00087114]"
"yansıtilabilmelidir.
Olmazsa 
olmaz
Tamamen Karşılar
Tamamen karşılar
A.7.2
b) Ürün bazında farklı vade uygulamaları 
yapılabilmelidir.
Olmazsa 
olmaz
Sisteme eger ayni siparis icinde iki farkli vadede urun goruyorsa iki ayri fatura olarak bunu 
ayirabilmelidir.
Paralı Ek Danışmanlık 
ile yapılır
Tamamen karşılar
A.7.3
c) Müşteri riski, ilgili müşteri için açılan yeni satış 
siparişleri ile güncellenmeli
Olmazsa 
olmaz
Kısmen Karşılar
Tamamen karşılar
A.7.4","[-0.00455302  0.03952237 -0.00228629  0.0300284  -0.10786059 -0.00811384
  0.0520198   0.04032755 -0.01114123 -0.01395976]"
"siparişleri ile güncellenmeli
Olmazsa 
olmaz
Kısmen Karşılar
Tamamen karşılar
A.7.4
d) Sipariş sürecinde müşteri kredi riski entegre olarak 
görülebilmeli ve sistemde sınırlandırıcı bir rol 
üstlenebilmelidir.
Olmazsa 
olmaz
Tamamen Karşılar
Tamamen karşılar
A.7.5
e) Musteriye tanimlanan kredi limiti icerisinde kalan 
siparisler finans'I bypass edebilmelidir.
Olmazsa 
olmaz
Kısmen Karşılar
Tamamen karşılar
A.8
Ürün rezervasyonu
A.8.1
a) Ürün bazında rezervasyon
Olmazsa 
olmaz
Tamamen Karşılar","[-0.05049749  0.01762993  0.02368343  0.02469799 -0.08015359 -0.01356267
  0.08397933  0.06571925  0.00308933 -0.03659401]"
"A.8
Ürün rezervasyonu
A.8.1
a) Ürün bazında rezervasyon
Olmazsa 
olmaz
Tamamen Karşılar
Tamamen karşılar
A.8.2
b) Sipariş bazında rezervasyon
Olmazsa 
olmaz
Tamamen Karşılar
Tamamen karşılar
A.8.3
c) Rezervasyon süreleri tanımlanabilmeli
Olmazsa 
olmaz
Tamamen Karşılar
Bedava Ek Geliştirme ile 
yapılır
A.8.4
d) Siparis statusunun (Siparisi girilmis urun statusu) 
otomatik olarak çözülmesi, siparisin iptal edilmesi
Olmazsa 
olmaz
Paralı Ek Danışmanlık 
ile yapılır","[-0.01894711  0.02612535  0.0346917   0.00466023 -0.13302533 -0.00166412
  0.06754219  0.02995831  0.00749603 -0.02601155]"
"Olmazsa 
olmaz
Paralı Ek Danışmanlık 
ile yapılır
Otomatik çözümleme için batch job 
geliştirlecek
Tamamen karşılar
A.8.4.1
    - Onay prosedürünü aşamayan siparişler ya da 
belirlenen bir bekleme süresinde onaylanmayan 
siparişler
Olmazsa 
olmaz
Paralı Ek Danışmanlık 
ile yapılır
Tamamen karşılar
A.8.4.2
    - İptal edilen siparişlerde
Olmazsa 
olmaz
Paralı Ek Danışmanlık 
ile yapılır
Tamamen karşılar
A.8.5
e) Manuel olarak rezerve konabilmeli
Olmazsa 
olmaz","[-0.05387443  0.02416297 -0.00398808  0.00092202 -0.09186212 -0.01382144
  0.03599662  0.02390534 -0.04926158 -0.05330437]"
"ile yapılır
Tamamen karşılar
A.8.5
e) Manuel olarak rezerve konabilmeli
Olmazsa 
olmaz
A.5.1.6.4 maddesinde aciklandigi uzere
Tamamen Karşılar
Tamamen karşılar
A.8.6
f) Rezerve urun, musteri ismi, musteri temsilcisi ismi, 
adet ve teklif verilen fiyat ve teklifin kapanma suresi 
bilgilerini icermeli
Olmazsa 
olmaz
Tamamen Karşılar
Tamamen karşılar
A.8.7
g) Real time stok takibi
Olmazsa 
olmaz
Tamamen Karşılar
Tamamen karşılar
A.8.8
h) Sisteme girilen siparislerde aktif stoktaki urun","[-0.07386111  0.01900228  0.03827537 -0.00237773 -0.12495191 -0.02763516
  0.0433757   0.03232788  0.03757002 -0.01819036]"
"olmaz
Tamamen Karşılar
Tamamen karşılar
A.8.8
h) Sisteme girilen siparislerde aktif stoktaki urun 
sayisindan siparis girilen urun adedi kadar dusulup 
siparisi girilmis urun statusunde takip edilebilmelidir.
Olmazsa 
olmaz
Tamamen Karşılar
Tamamen karşılar
A.8.9
i) Adet olarak reserve edilen urun planlamanin onayi ile 
yapilabilmelidir.
Olmasa da 
olur
Tamamen Karşılar
Tamamen karşılar
A.8.10
k) Siparisi girilen urunlerin Planlama tarafindan seri","[-0.04311312  0.05169498  0.04892245 -0.00889942 -0.1378209  -0.02290807
  0.06632096  0.04395133  0.02386502 -0.0387073 ]"
"Tamamen Karşılar
Tamamen karşılar
A.8.10
k) Siparisi girilen urunlerin Planlama tarafindan seri 
numarasi ile siparise baglanmasi, bu urunler ile ilgili 
baska islem yapilmasinin onune gecilmesi
Olmazsa 
olmaz
Kısmen Karşılar
Tamamen karşılar
A.9
Proje
A.9.1
a) Faturalar ilgili proje numarası ile 
ilişkilendirilebilmelidir.
Olmazsa 
olmaz
Tamamen Karşılar
Tamamen karşılar
A.9.2
b) Fatura ile güncellenen maliyetler proje bütçesinin 
gider kalemlerini de güncellemelidir. 
Olmazsa 
olmaz","[-0.02113499  0.08560029  0.01700996  0.0037951  -0.08091083 -0.02772832
  0.07462455  0.07756217  0.03865281  0.00106149]"
"gider kalemlerini de güncellemelidir. 
Olmazsa 
olmaz
Tamamen Karşılar
Tamamen karşılar
A.9.3
c) Proje takibi
Olmazsa 
olmaz
A.9.3.1
    - Proje kalemleri bazında yapılmalı takip yapılabilmeli
Olmazsa 
olmaz
Tamamen Karşılar
Tamamen karşılar
A.9.3.2
    - Statü takibi gerçekleştirilmeli
Olmazsa 
olmaz
Tamamen Karşılar
Tamamen karşılar
A.9.3.3
    - Siparişe dönüşmeyen projelerin analizi yapılabilmeli
Olmazsa 
olmaz
Paralı Ek Danışmanlık 
ile yapılır
Rapor geliştirilecek
Tamamen karşılar
A.10","[-0.04363633  0.03268035  0.01704482  0.00038259 -0.07063884  0.00228922
  0.07296471  0.11028884  0.04318812 -0.0244691 ]"
"Olmazsa 
olmaz
Paralı Ek Danışmanlık 
ile yapılır
Rapor geliştirilecek
Tamamen karşılar
A.10
İade
A.10.1
a) Hangi iade stok girişinin, hangi müşteri siparişi ile 
ilgili olduğu tanımlanabilmelidir.
Olmazsa 
olmaz
Tamamen Karşılar
Tamamen karşılar
A.10.2
b) İade gerekçeleri (hatalı sevkiyat, vs) 
raporlanabilmelidir.
Olsa iyi olur
CRM icin veri olusturmasi acisindan iyi olabilir (musteri memnuniyeti olcumu ...)
Tamamen Karşılar
Tamamen karşılar
A.10.3","[ 0.00540218  0.07204198  0.00978229  0.0248095  -0.04842322 -0.03945323
  0.06511144  0.0500288   0.05342292 -0.05095121]"
"Tamamen Karşılar
Tamamen karşılar
A.10.3
c) İade gerekçeleri performans kriteri olarak 
kullanılabilmelidir.
Olsa iyi olur
Paralı Ek Danışmanlık 
ile yapılır
Rapor geliştirilecek
Tamamen karşılar
A.11
Konsinye
 
 
 
100
 
Referans No
ERP İLE İLGİLİ TALEPLER
S
a
h
a
Ş
u 
a
n
Görüş
S
i
z
e
A
ç
ı
k
Navision Çözümü bu 
ihtiyacı karşılıyor mu ?
L
i
s
a
G
e
li
ş
G
e
li
ş
Navision Durumu
JD Edwards Çözümü bu 
ihtiyacı karşılıyor mu ?
JD Edwards Durumu
A
SERİ NO / ÇAĞRI
A.1","[-0.01043517  0.04446045  0.04053982 -0.05513341 -0.13008487  0.02109886
  0.06951594  0.01182675  0.06985027 -0.01566474]"
"JD Edwards Çözümü bu 
ihtiyacı karşılıyor mu ?
JD Edwards Durumu
A
SERİ NO / ÇAĞRI
A.1
Çağrı detay ekranında ürün seri no.su istenmeli. Seri 
no.sunun da içinde;
Olmazsa 
olmaz
Tamamen karşılar
Tamamen karşılar
A.1.1
         Ürün alış ve satış garanti bilgileri işlenebilmeli
Olmazsa 
olmaz
Tamamen karşılar
Tamamen karşılar
A.1.2
        Ürünün müşteri ve satıcı bilgileri işlenebilmeli
Olmazsa 
olmaz
Tamamen karşılar
Tamamen karşılar
A.1.3
        Satış/destek koşulları işlenebilmeli
Olmazsa","[ 0.00516821  0.03791801  0.0805894   0.01115221 -0.11396841 -0.03529677
  0.09629099 -0.02273099  0.03209766 -0.00351447]"
"olmaz
Tamamen karşılar
Tamamen karşılar
A.1.3
        Satış/destek koşulları işlenebilmeli
Olmazsa 
olmaz
Tamamen karşılar
Tamamen karşılar
A.1.4
        Alış/estek bilgileri işlenebilmeli
Olmazsa 
olmaz
Tamamen karşılar
Tamamen karşılar
A.1.5
        Marka, ürün ailesi, model grubu, model 
işlenebilmeli (Dell, PC, Optiplex, Gx110)
Olmazsa 
olmaz
Tamamen karşılar
Tamamen karşılar
A.1.6
        Ürün alt detay bilgilerini içermeli (CPU, HDD, 
RAM, …)
Olmazsa 
olmaz
Tamamen karşılar","[-0.04563142 -0.01109908  0.03081747 -0.03948877 -0.05402695 -0.10517427
  0.01626784  0.04432366  0.073955   -0.04137017]"
"Ürün alt detay bilgilerini içermeli (CPU, HDD, 
RAM, …)
Olmazsa 
olmaz
Tamamen karşılar
Tamamen karşılar
A.2
Seri no. su girilince ürünün satış/destek koşulları 
otomatik gelmeli
Olmazsa 
olmaz
Tamamen karşılar
Tamamen karşılar
A.3
Seri no.su bazında, bakım anlaşmalı müşterilerde 
bakım peryodu gelince uyarmalı
Olursa iyi 
olur
Paralı Ek Danışmanlık 
ile yapılır
Rapor geliştirilecek
Tamamen karşılar
A.4
Çağrı İle İlgili Talepler
A.4.1
        Müşteri önceliği set edilebilmeli ve çağrı","[-0.04066155  0.01687428  0.00215694 -0.00025358 -0.13909936 -0.03747213
  0.02782313  0.11331721  0.04854528 -0.00415875]"
"A.4
Çağrı İle İlgili Talepler
A.4.1
        Müşteri önceliği set edilebilmeli ve çağrı 
açıldığında müşteri adıyla otomatik gelmeli
Olmazsa 
olmaz
Kısmen Karşılar
Ek geliştirmeler yapılacak
Tamamen karşılar
A.4.2
        Çağrı önceliği set edilebilmeli
Olmazsa 
olmaz
Kısmen Karşılar
Öncelik kritelerlerinin ne olabileceğine göre 
Ek geliştirmeler yapılacak
Tamamen karşılar
A.4.3
        Arıza kategorisi girilebilmeli (Software, Hardware 
ve alt grupları)
Olmazsa 
olmaz
Tamamen karşılar","[-0.03529101  0.04556438 -0.00259695 -0.01967441 -0.12621859 -0.01754401
  0.03774028  0.04148506  0.01881995 -0.02261351]"
"ve alt grupları)
Olmazsa 
olmaz
Tamamen karşılar
Tamamen karşılar
A.4.4
        Çağrı detay ekranında ya da çağrı listelerinde 
çağrıyla ilgilenen analistlerin bilgileri ve çağrı statüleri 
görülebilmeli
Olmazsa 
olmaz
Tamamen karşılar
Tamamen karşılar
A.4.5
        Çağrı başka analistlere transfer edilebilmeli ve 
başka statülere alınabilmeli
Olmazsa 
olmaz
Tamamen karşılar
Tamamen karşılar
A.4.6
        Hangi analistte, hangi statüde ne kadar kaldığı, kaç","[-0.04770055  0.01774443 -0.00088189 -0.00262943 -0.08456906 -0.00011686
  0.01486448  0.04508311  0.04143091 -0.03606266]"
"Tamamen karşılar
A.4.6
        Hangi analistte, hangi statüde ne kadar kaldığı, kaç 
defa transfer edildiği, statü değişikliği bilgileri 
görülebilmeli, raporlanabilmeli
Olmazsa 
olmaz
Tamamen karşılar
Tamamen karşılar
A.4.7
        Çağrı açık kaldığı sürece belirlenebilen sürelerde 
analist, grup, yöneticilere otomatik mail notifikasyonu 
yapabilmeli
Olmazsa 
olmaz
Kısmen Karşılar
İhtiyacın niteliklerine göre ek geliştirmeler 
yapılacak
Paralı Ek Danışmanlık ile 
yapılır","[-0.01646648  0.02596899  0.02013886 -0.00886028 -0.06651057 -0.01875763
  0.06607576  0.04553482  0.02230185 -0.0255411 ]"
"İhtiyacın niteliklerine göre ek geliştirmeler 
yapılacak
Paralı Ek Danışmanlık ile 
yapılır
Otomatik mail notifikasyon sistemin 
standardında süre bazlı değildir
A.4.8
        Yapılan işler için log girilebilmeli
Olmazsa 
olmaz
Tamamen karşılar
Tamamen karşılar
A.4.9
        Çağrıların listesi ekranında çağrıları istenen sıraya 
göre listelenebilmeli (geliş sırası, çağrı öncelik sırası, 
müdahale etmek/kapatmak için kalan süre sırası, …)
Olmazsa 
olmaz
Tamamen karşılar
Tamamen karşılar
A.4.10","[-0.01684261  0.0098908   0.06667352 -0.01505602 -0.04236633 -0.03181624
  0.06467145  0.05423455  0.01881966 -0.00880366]"
"Olmazsa 
olmaz
Tamamen karşılar
Tamamen karşılar
A.4.10
        Çağrı kapatıldığında istenen müşterilere mail 
notification yapabilmeli
Olmazsa 
olmaz
Tamamen karşılar
Tamamen karşılar
A.4.11
        Müşteri erişimi, çağrı açtırılabilmesi için ekran 
tasarlanabilmeli
Olmazsa 
olmaz
Paralı Ek Danışmanlık 
ile yapılır
Addon-Web
Tamamen karşılar
A.4.12
        Case listesi gösteren ekranda çağrıların listesi her 
kolona göre sıralanabilmeli. Liste içeriği değişikliklere 
göre anında değişmeli.","[-0.0261035   0.06428746  0.0406743   0.00350476 -0.02864261 -0.0424285
  0.08955284  0.0427538   0.00993183 -0.0229492 ]"
"kolona göre sıralanabilmeli. Liste içeriği değişikliklere 
göre anında değişmeli.
Olmazsa 
olmaz
Kısmen Karşılar
İstenen sıralama kriterine göre ek geliştirme 
gerekebilir
Tamamen karşılar
A.4.13
        Statüler için hedeflenen maks.süreden kalan süre 
çağrı listesi ekranında görülebilmeli.
Olursa iyi 
olur
Tamamen karşılar
Tamamen karşılar
A.5
Yetki verilen müşteriler webden çağrı açabilmeli
Olmazsa 
olmaz
Paralı Ek Danışmanlık 
ile yapılır
Addon-WEB
Tamamen karşılar
A.6","[-0.03964071  0.04366503 -0.00702848  0.01420696 -0.05766691  0.01346584
  0.06069553  0.08706225 -0.00975399  0.02314495]"
"Olmazsa 
olmaz
Paralı Ek Danışmanlık 
ile yapılır
Addon-WEB
Tamamen karşılar
A.6
Gruplara göre farklı ekranlar tasarlanabilmeli, erişim 
yetkileri sınırlandırılabilmeli
Olmazsa 
olmaz
Tamamen karşılar
Tamamen karşılar
Ekranlar kullanıcı tanımlı format 
özelliğine sahiptir. Her kullanıcı kendine 
özgü format tasarımını gerçekleştirebilir.
A.7
Web ara yüzü olmalı, customization yapılabilmeli. 
Analistler web üzerinden çağrı açıp-kapatabilmeli, her 
türlü işlemlerini yapabilmeli.
Olmazsa 
olmaz","[-0.03246219  0.07556153 -0.04453214 -0.02113242 -0.06693216 -0.02434731
  0.02107736  0.04276444 -0.01785776 -0.03074587]"
"türlü işlemlerini yapabilmeli.
Olmazsa 
olmaz
Paralı Ek Danışmanlık 
ile yapılır
Addon-WEB
Tamamen karşılar
A.8
Stok ile ilgili istekler :
A.8.1
        Herkes stoktaki yedek parçanı kontrolünü 
yapbilmeli, parça talebi sistemden yapılmalı, parça onyaı 
müdüre sistemden gelebilmeli
Olmazsa 
olmaz
Paralı Ek Danışmanlık 
ile yapılır
Addon-Onay Mekanizması
Tamamen karşılar
A.8.2
        Minimum stok seviyesine yaklaşan parçaların 
kontrolü otomatik olmalı
Olmazsa 
olmaz
Tamamen karşılar","[-0.00370998  0.03753687  0.00472152  0.01585926 -0.10497131  0.0099355
  0.02901236  0.11882552 -0.00844708 -0.02701351]"
"kontrolü otomatik olmalı
Olmazsa 
olmaz
Tamamen karşılar
Tamamen karşılar
A.8.3
        Sistem akıllı bir şekilde geçmiş parça taleplerini 
dikkate alarak, minimum stok seviyerleri hakkında 
değişiklik önerileri yapabilmeli
Olmazsa 
olmaz
Paralı Ek Danışmanlık 
ile yapılır
Rapor geliştirilecek
Tamamen karşılar
Sistemde geçmiş dönem hareketleri 
dikkate alınarak yeniden sipariş miktarı 
hesaplanır.
A.8.4
        Stoktan aynı case için birden fazla parça 
kullanımlarında yöneticiye ikaz gitmeli","[ 0.051416    0.08517526  0.01808674  0.02370476 -0.08268227 -0.02633344
  0.00718736  0.05853028  0.03043682 -0.01582241]"
"A.8.4
        Stoktan aynı case için birden fazla parça 
kullanımlarında yöneticiye ikaz gitmeli
Olursa iyi 
olur
Kısmen Karşılar
Workflow tanımlaması gerekli
A.9
Customize edilebilen bir monitoring arabirim 
olabilmeli. Yani çeşitli parametrelere göre her an 
sistemi takip edebilmeliyiz. Kaç çağrı, anlık ortalama 
kapa süreleri vs. gibi .
Olmazsa 
olmaz
Paralı Ek Danışmanlık 
ile yapılır
Rapor geliştirilecek
Tamamen karşılar
B
DİĞER TALEPLER
B.1","[ 0.00158453  0.09158973 -0.01630673 -0.01289845 -0.08557364 -0.04670947
  0.0417791   0.00739762  0.05109736  0.00696125]"
"olmaz
Paralı Ek Danışmanlık 
ile yapılır
Rapor geliştirilecek
Tamamen karşılar
B
DİĞER TALEPLER
B.1
Müşteri no.su istenmeli, müşteri no.su girilince 
müşteri bilgileri otomatik gelmeli
Olursa iyi 
olur
Tamamen karşılar
Tamamen karşılar
B.2
Internet Üzerinden Yetkili Servisler ile iletişim 
kurabilecek, client türü bir arabirimi olmalı. Bu 
arabirim çağrı bildirimi, trenasfer ve parça talebi gibi 
konularda işlemeli
Olursa iyi 
olur
Yetkili servislerin Navision client ı","[ 0.01091869  0.05399966 -0.03128265 -0.01420494 -0.1100047  -0.00175714
  0.07913238  0.02448392  0.02833157 -0.02427201]"
"konularda işlemeli
Olursa iyi 
olur
Yetkili servislerin Navision client ı 
olmasından mı bahsediliyor???
Tamamen karşılar
EDI yöntemiyle sağlanır.
B.3
stok sayımı manuel değil barkod okuyucu vs ile 
yapılsa iyi olur.
Olursa iyi 
olur
Tamamen karşılar
Tamamen karşılar
B.4
Statüler için hedeflenen maks.süre aşıldığında önce 
analiste, sonra yöneticilerine mail notification gitmesi
Olursa iyi 
olur
Tamamen karşılar
Tamamen karşılar
B.5
SMS gibi yöntemlerle çağrı transferi, statü","[-0.02523781  0.01242591  0.03071091 -0.05623266 -0.02062067 -0.0408504
  0.08603194  0.04641315  0.08215489 -0.04686505]"
"Olursa iyi 
olur
Tamamen karşılar
Tamamen karşılar
B.5
SMS gibi yöntemlerle çağrı transferi, statü 
değiştirilmesi, log girilebilmesi, çağrı kapatılabilmesi
Olmasada 
olur
Paralı Ek Danışmanlık 
ile yapılır
Addon-SMS
Tamamen karşılar
B.6
KB desteği
Olmasada 
olur
B.7
Admin.in login olan kişileri görebilmesi
Olmasada 
olur
Tamamen karşılar
Tamamen karşılar
B.8
Mobil olarak çağrı durumunun monitör edilebilmesi
Olmasada 
olur
Paralı Ek Danışmanlık 
ile yapılır
Addon-Web
Tamamen karşılar
B.9","[-0.03260425  0.01746356  0.01003936 -0.06860986 -0.0485388  -0.01515732
  0.06727853  0.06750248  0.03835363  0.00155623]"
"Olmasada 
olur
Paralı Ek Danışmanlık 
ile yapılır
Addon-Web
Tamamen karşılar
B.9
Yurt içi ve yurtdışı tedarikçilerimize tamir amaçlı 
gönderilen ürünlerimizin izlenebilmesi, farklı ürün 
geldiğinde swap işlemi yapılması ve gerekli garanti ve 
tutar bilgilerinin yeni ürüne transferi 
Olmazsa 
olmaz
Tamamen karşılar
Tamamen karşılar
B.10
Yurtdışı parça siparişlerimiz sistem üzerinden sipariş 
edilebilmeli ve takip edilebilmeli ve ayrı bir 
backlogrta değil sistemsel olarak ürünlerin gönderi","[-0.00954814  0.00824444 -0.00890476  0.0054574  -0.08503564 -0.01407833
  0.06158116  0.06193798 -0.01462758 -0.05158015]"
"backlogrta değil sistemsel olarak ürünlerin gönderi 
statüleri işlenebilmeli
Olmazsa 
olmaz
Tamamen karşılar
Tamamen karşılar
B.11
Konsinye ürün takip edilebilmeli.
Olmazsa 
olmaz
Kısmen Karşılar
Addon-Konsinye Yönetimi
Tamamen karşılar
B.12
RMA ürünlerin yurtdışına talebi & anlık statusu & 
gelen ürünün girişinin yapılması & yerine 
gönderilecek ürünün sistemden çıklması 
Olmazsa 
olmaz
Tamamen karşılar
Tamamen karşılar
B.13
Gruplar sadece kendi kullanacağı statüleri görebilmeli
Olmazsa 
olmaz","[ 0.01792565  0.02621842  0.02964579  0.03993472 -0.11040919  0.00543851
  0.04877073  0.03205394 -0.00713024 -0.01105975]"
